Date,Close,High,Low,Open,Volume
2002-12-11,1800428.875,2366278.113273193,1800428.875,2366278.113273193,0
2002-12-12,1800428.875,2366278.113273193,1800428.875,2366278.113273193,0
2002-12-13,1800428.875,2366278.113273193,1800428.875,2366278.113273193,0
2002-12-16,1800428.875,2366278.113273193,1800428.875,2366278.113273193,0
2002-12-17,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,2
2002-12-18,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,1
2002-12-19,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2002-12-20,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2002-12-23,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2002-12-24,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2002-12-25,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2002-12-26,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2002-12-27,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2002-12-30,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2002-12-31,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2003-01-01,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2003-01-02,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2003-01-03,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2003-01-06,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2003-01-07,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2003-01-08,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2003-01-09,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2003-01-10,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2003-01-13,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
2003-01-14,2057633.25,2057633.2500000002,2057633.2500000002,2057633.2500000002,0
